año,mes,tipo de cambio 
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
diciembre,,
enero,,
febrero,,
marzo,,
abril,,
mayo,,
junio,,
julio,,
agosto,,
setiembre,,
octubre,,
noviembre,,
